Internal gene ID,Vectorbase Identifier,OrthoDB category,OrthoDB D. mel ,Display name,Gene family,Gene subfamily,Name evidence
gene9165,AAEL008410,NA,NA,,,,
gene9166,AAEL008401,EOG8C5G9W,Ktl,,,,
gene9167,AAEL008402,EOG8DBX5V,CG6179,,,,
gene9168,AAEL008411,NA,NA,,,,
gene9169,AAEL008404,NA,NA,,,,
gene917,AAEL009034,NA,NA,,,,
gene9170,AAEL008412,EOG8KM1TW,CG11779,,,,
gene9171,AAEL008405,NA,NA,,,,
gene9172,AAEL008398,EOG8B5RW9,Lrrk,,,,
gene9173,AAEL008408,EOG8N0768,CG4025,,,,
gene9174,AAEL018156,NA,NA,,,,
gene9175,AAEL008397,NA,NA,,,,
gene9176,AAEL010210,EOG8V19R0,N,,,,
gene9177,AAEL010206,EOG8STVW6,CG3534,,,,
gene9178,AAEL010209,EOG82C123,Atg10,,,,
gene918,AAEL017282,EOG88GZWK,CG3918,,,,
gene9180,AAEL010205,EOG8NCQ5F,Mf,,,,
gene9181,AAEL010214,EOG8SR0N9,CCDC151,,,,
gene9182,AAEL010212,NA,NA,,,,
gene9183,AAEL010204,EOG8BCHC7,su(r),,,,
gene9184,AAEL010213,EOG8PRWH0-EOG8PRWH0,srw-cv,,,,
gene9185,AAEL010211,EOG8RNF0S,Pcl,,,,
gene9186,AAEL010208,EOG8XH2QQ,CG4747,,,,
gene9187,AAEL015649,EOG84N1J7,beat-Vb,,,,
gene9188,AAEL013833,NA,NA,,,,
gene9189,AAEL013834,EOG8XWJP1-EOG8XWJP1-EOG8XWJP1-EOG8XWJP1-EOG8XWJP1-EOG8XWJP1-EOG8XWJP1-EOG8XWJP1-EOG8XWJP1-EOG8XWJP1,CG31793-CG11898-CG9270-CG4562-CG11897-CG7627-CG31792-l(2)03659-CG10505-Mrp4,,,,
gene919,AAEL009039,EOG89W55N,rb,,,,
gene9190,AAEL003738,NA,NA,,,,
gene9191,AAEL003713,EOG8CJZ88,Lapsyn,,,,
gene9192,AAEL003719,NA,NA,,,,
gene9193,AAEL003725,NA,NA,,,,
gene9194,AAEL003722,EOG8XH2S0,UK114,,,,
gene9195,AAEL003736,EOG8G7FPS,Sec15,,,,
gene9196,RU115,NA,NA,,,,
gene9197,AAEL003710,NA,NA,,,,
gene9198,AAEL003723,EOG8B8N5T-EOG8B8N5T-EOG8B8N5T-EOG8B8N5T-EOG8B8N5T-EOG8B8N5T-EOG8B8N5T-EOG8B8N5T-EOG8B8N5T,LysB-NA-CG7798-LysE-LysD-LysP-LysS-CG30062-LysX,,,,
gene9199,AAEL003716,EOG8XH2S0,UK114,,,,
gene92,AAEL008894,EOG89S8XN,CG31998,,,,
gene920,AAEL009030,NA,NA,,,,
gene9200,AAEL003715,NA,NA,,,,
gene9201,AAEL003726,NA,NA,,,,
gene9203,AAEL003712,EOG8B8N5T-EOG8B8N5T-EOG8B8N5T-EOG8B8N5T-EOG8B8N5T-EOG8B8N5T-EOG8B8N5T-EOG8B8N5T-EOG8B8N5T,LysE-LysX-CG7798-LysS-NA-LysB-CG30062-LysP-LysD,,,,
gene9204,AAEL003740,NA,NA,,,,
gene9205,AAEL003728,NA,NA,,,,
gene9206,AAEL017024,NA,NA,,,,
gene9207,AAEL003718,EOG8QZBBC,Glut1,,,,
gene9208,AAEL003730,EOG85MQZ2,mRpS28,,,,
gene9209,AAEL003739,EOG8BZQT2,CG31638,,,,
gene921,AAEL009035,EOG8G1Q6S,CG10064,,,,
gene9210,AAEL003735,EOG8X9B87,Upf3,,,,
gene9211,AAEL003711,EOG8JMBGN,Cpr47Ea,,,,
gene9212,AAEL003717,NA,NA,,,,
gene9213,AAEL003709,EOG87M4QC,CG13890,,,,
gene9214,AAEL003721,NA,NA,,,,
gene9215,AAEL003727,NA,NA,,,,
gene9216,AAEL003729,EOG808R0R,T3dh,,,,
gene9217,AAEL016985,NA,NA,,,,
gene9218,AAEL003724,EOG8SJ85F,CG15020,,,,
gene9219,AAEL003734,EOG8DRD3P,Acon,,,,
gene922,AAEL009029,EOG8SJ85G,Aldh,,,,
gene9220,AAEL003741,NA,NA,,,,
gene9221,AAEL003731,EOG8JQ6NZ,hipk,,,,
gene9222,AAEL003707,NA,NA,,,,
gene9223,AAEL003708,NA,NA,,,,
gene9224,AAEL003720,EOG8FR3GV,Gp150,,,,
gene9225,AAEL003733,EOG8WWV8X,Usp10,,,,
gene9226,AAEL003732,NA,NA,,,,
gene9227,AAEL003737,NA,NA,,,,
gene9228,AAEL009232,EOG8Z0DX1,CG3961,,,,
gene9229,AAEL014485,NA,NA,,,,
gene923,AAEL009026,EOG8V9XH7,UbcE2M,,,,
gene9230,AAEL015300,EOG8PVRQM,CG9996,,,,
gene9231,AAEL007373,EOG8SXR3S,Amt,,,,
gene9232,AAEL007374,EOG8TTK8Q,yellow-c,,,,
gene9233,AAEL007379,EOG8XH2RG,CG3706,,,,
gene9234,AAEL007365,NA,NA,,,,
gene9235,AAEL007377,EOG8SXR3S,Amt,,,,
gene9237,AAEL007382,EOG83JFWT,wmd,,,,
gene9238,AAEL007376,EOG8GJ2DH,sbb,,,,
gene9239,AAEL007375,EOG80CM7V,Pdk,,,,
gene924,AAEL009038,EOG8XPT6N,CG9953,,,,
gene9240,AAEL007369,EOG8VT8PC,eve,,,,
gene9241,AAEL007380,NA,NA,,,,
gene9242,AAEL007366,EOG8RZ1RW,CG30185,,,,
gene9243,AAEL007371,NA,NA,,,,
gene9244,AAEL007378,NA,NA,,,,
gene9245,AAEL007370,EOG847JKW,Dhfr,,,,
gene9246,AAEL007367,EOG8JHG7Q,Sdhaf3,,,,
gene9247,AAEL007368,NA,NA,,,,
gene9248,AAEL007381,NA,NA,,,,
gene9249,AAEL008328,EOG89CT0N,Kr-h2,,,,
gene925,AAEL015181,EOG8MD0RS,ntc,,,,
gene9250,AAEL008330,NA,NA,,,,
gene9251,AAEL008331,NA,NA,,,,
gene9252,AAEL008320,EOG88GZTN,cutlet,,,,
gene9253,AAEL008327,EOG8STVWJ,Che-13,,,,
gene9254,AAEL008322,EOG8MKR74,fz4,,,,
gene9255,AAEL008323,EOG8KWNKH,CG13999,,,,
gene9256,AAEL008319,EOG876NQR,CG9302,,,,
gene9257,AAEL018154,EOG8323QB,CG34340,,,,
gene9258,AAEL008329,EOG866ZD1,RpL24,,,,
gene9259,AAEL008324,NA,NA,,,,
gene926,AAEL015182,EOG834ZXB,dre4,,,,
gene9260,AAEL008325,EOG88GZTT,CG13436,,,,
gene9261,AAEL009988,NA,NA,,,,
gene9262,AAEL009981,EOG84XN81,CG10340,,,,
gene9263,AAEL009989,NA,NA,,,,
gene9264,AAEL018033,EOG82RGZT,fz,,,,
gene9265,AAEL009983,NA,NA,,,,
gene9266,AAEL009985,EOG8T7BWJ-EOG8T7BWJ,CG15044-CG15043,,,,
gene9267,AAEL009987,EOG8H1DMD-EOG8H1DMD,krimp-CG15042,,,,
gene9268,AAEL009990,NA,NA,,,,
gene927,AAEL010672,EOG81ZJ32,CG33203,,,,
gene9270,AAEL009984,EOG8WWV9G,CG10802,,,,
gene9271,AAEL017302,EOG8G1Q7S-EOG8G1Q7S-EOG8G1Q7S-EOG8G1Q7S-EOG8G1Q7S-EOG8G1Q7S,CG40485-CG3301-CG9150-antdh-CG9360-CG40486,,,,
gene9272,AAEL008461,EOG834ZZG,Surf4,,,,
gene9273,AAEL008467,EOG86HK2C,Cbs,,,,
gene9274,AAEL017320,EOG8G1Q7S-EOG8G1Q7S-EOG8G1Q7S-EOG8G1Q7S-EOG8G1Q7S-EOG8G1Q7S,antdh-CG40486-CG9360-CG40485-CG3301-CG9150,,,,
gene9275,AAEL008466,EOG8G4KH6-EOG8G4KH6,B-H1-B-H2,,,,
gene9276,AAEL008465,EOG8VQDDK,Grip91,,,,
gene9277,AAEL008463,EOG8VQDDV,CG8611,,,,
gene9278,AAEL008468,EOG86HK2C,Cbs,,,,
gene9279,AAEL008462,EOG8HTCHP,g,,,,
gene928,AAEL010665,EOG88SKJW,CG1316,,,,
gene9280,AAEL017452,EOG8G1Q7S-EOG8G1Q7S-EOG8G1Q7S-EOG8G1Q7S-EOG8G1Q7S-EOG8G1Q7S,CG40486-CG3301-CG40485-antdh-CG9360-CG9150,,,,
gene9281,AAEL008464,NA,NA,,,,
gene9282,AAEL008460,NA,NA,,,,
gene9283,AAEL008458,EOG81C9PG,ubl,,,,
gene9284,AAEL008459,EOG8HMN1K,CG4557,,,,
gene9286,AAEL014791,NA,NA,,,,
gene9287,AAEL009517,NA,NA,,,,
gene9288,AAEL009514,NA,NA,,,,
gene9289,AAEL009519,NA,NA,,,,
gene929,AAEL010660,EOG80KBRC-EOG80KBRC,Hsp26-Hsp23,,,,
gene9290,AAEL009516,EOG8ZKNBF,TppII,,,,
gene9291,AAEL009513,NA,NA,,,,
gene9292,AAEL017066,NA,NA,,,,
gene9293,AAEL009515,NA,NA,,,,
gene9294,AAEL009518,EOG8C8BHP,timeout,,,,
gene9295,AAEL010961,EOG8F7R96,robo2,,,,
gene9296,AAEL010959,NA,NA,,,,
gene9297,AAEL017142,NA,NA,,,,
gene9298,AAEL010957,NA,NA,,,,
gene9299,AAEL010960,EOG81G5VX,CG9581,,,,
gene93,AAEL008899,NA,NA,,,,
gene930,AAEL010669,NA,NA,,,,
gene9300,AAEL010958,NA,NA,,,,
gene9301,AAEL012574,NA,NA,,,,
gene9302,AAEL012577,EOG8JDM0F,CG12811,,,,
gene9303,AAEL012583,EOG8H48TX,CG5521,,,,
gene9304,AAEL012582,EOG805VRQ,mtTFB2,,,,
gene9305,AAEL012578,EOG8QZBBX,CG11899,,,,
gene9306,AAEL012570,NA,NA,,,,
gene9307,AAEL012576,EOG8B8N4S,PyK,,,,
gene9308,AAEL012572,NA,NA,,,,
gene9309,AAEL012567,NA,NA,,,,
gene931,AAEL010673,EOG8ZSCWC,ND-MWFE,,,,
gene9310,AAEL012573,EOG82NMS1,CG14515,,,,
gene9311,AAEL012580,NA,NA,,,,
gene9312,AAEL012566,NA,NA,,,,
gene9313,AAEL012571,EOG8JDM0F,CG12811,,,,
gene9314,AAEL018243,NA,NA,,,,
gene9315,AAEL012579,EOG8PRWGP,Got1,,,,
gene9316,AAEL012581,EOG8B2WPS,Mesh1,,,,
gene9317,AAEL012543,EOG8RNF12,CG3213,,,,
gene9318,AAEL012546,EOG8CRPQG,Mcm6,,,,
gene9319,AAEL012548,EOG815K5F,CG10747,,,,
gene932,AAEL010675,NA,NA,,,,
gene9320,AAEL012545,EOG8BVVM2,PCNA,,,,
gene9321,AAEL012544,NA,NA,,,,
gene9323,AAEL012547,EOG8F4W2B,CG9044,,,,
gene9324,AAEL015314,EOG8XKZ00,Pka-R2,,,,
gene9325,AAEL017310,NA,NA,,,,
gene9327,AAEL010924,NA,NA,,,,
gene9328,AAEL010922,EOG8FN78Z,CG42750,,,,
gene9329,AAEL014653,EOG87Q0X4,CG31612,,,,
gene933,AAEL010664,NA,NA,,,,
gene9330,AAEL013454,EOG8GTP44,CG3356,,,,
gene9331,AAEL013450,EOG8G7FQJ,Rpn13,,,,
gene9332,AAEL013448,EOG8XD6J7-EOG8XD6J7,CG5969-CG13829,,,,
gene9333,AAEL013455,EOG8QNQNC,CG11263,,,,
gene9334,AAEL013452,EOG88SKK1,qsm,,,,
gene9335,AAEL013457,EOG8WQ3VX,Rpb12,,,,
gene9336,AAEL013453,EOG800496,Nuf2,,,,
gene9337,AAEL013451,EOG8TTK8X,Vps36,,,,
gene9338,AAEL013456,NA,NA,,,,
gene9339,AAEL013449,EOG8Q87P6-EOG8Q87P6-EOG8Q87P6-EOG8Q87P6-EOG8Q87P6,Semp1-CG7631-CG15253-CG15254-CG15255,,,,
gene934,AAEL010670,NA,NA,,,,
gene9341,AAEL012028,NA,NA,,,,
gene9342,AAEL012035,EOG8FTZS5,Vha26,,,,
gene9343,AAEL012032,EOG8577ZT,Lsd-2,,,,
gene9344,AAEL012027,EOG8577ZT,Lsd-2,,,,
gene9345,AAEL012025,EOG8G4KGF,mRpL45,,,,
gene9346,AAEL012030,NA,NA,,,,
gene9347,RU116,NA,NA,,,,
gene9348,AAEL012026,EOG83V2MF,kra,,,,
gene9349,AAEL012033,EOG8FR3H7,CG32683,,,,
gene935,AAEL010657,EOG898XST,CG14342,,,,
gene9350,AAEL012031,EOG8CC6RP,asl,,,,
gene9351,AAEL012034,EOG8JQ6PF,CG1291,,,,
gene9352,AAEL012029,EOG81C9N6,Rga,,,,
gene9353,AAEL011280,EOG8XWJP0,Ca-alpha1D,,,,
gene9354,AAEL011285,EOG8J408K,CG3732,,,,
gene9355,AAEL011279,EOG8V727K,d4,,,,
gene9356,AAEL011277,EOG86MF90,ASPP,,,,
gene9357,AAEL011273,EOG8BZQT5,l(2)k01209,,,,
gene9358,AAEL011274,EOG8FJC0X,fab1,,,,
gene9359,AAEL011284,EOG8X9B7B,Dscam3,,,,
gene936,AAEL010659,NA,NA,,,,
gene9360,AAEL011281,EOG8QRKWR,nemy,,,,
gene9361,AAEL011283,EOG84BDT8,CG8078,,,,
gene9362,AAEL011275,EOG8KD9BQ,CG3790,,,,
gene9363,AAEL011272,EOG8PRWH7-EOG8PRWH7-EOG8PRWH7,CG9722-CG3814-Nmda1,,,,
gene9364,AAEL011282,EOG8FXTZZ,CG8545,,,,
gene9365,AAEL011276,EOG82Z7GC-EOG82Z7GC,GC2-GC1,,,,
gene9366,AAEL011278,EOG8NGKD8,GLaz,,,,
gene9367,AAEL011271,EOG8V19R2,ALiX,,,,
gene9368,AAEL014824,EOG8FTZRH,SP555,,,,
gene9369,AAEL015299,NA,NA,,,,
gene937,AAEL010678,EOG80VZF5,CG5895,,,,
gene9370,AAEL014032,EOG8962JH,Ubx,,,,
gene9371,AAEL014668,EOG82NMQG,Ank,,,,
gene9372,AAEL014667,EOG8GQSWF,Cht2,,,,
gene9373,AAEL014666,EOG85F0DR,CG13921,,,,
gene9374,AAEL008081,EOG8B2WPM,Ercc1,,,,
gene9375,AAEL008096,EOG847JKR,CG1628,,,,
gene9376,AAEL008087,EOG8KWNJT,CG14280,,,,
gene9377,AAEL008080,EOG8VX4XC,CG6067,,,,
gene9378,AAEL008078,EOG83R6BZ-EOG83R6BZ-EOG83R6BZ,Rm62-Doa-CG10077,,,,
gene9379,AAEL008085,EOG876NRT-EOG876NRT,CG6048-CG14780,,,,
gene938,AAEL010653,EOG83NB49,Fuca,,,,
gene9380,AAEL008094,EOG873SJ7,CG14795,,,,
gene9381,AAEL008077,EOG8G7FPX,CG2124,,,,
gene9382,AAEL008083,EOG8MWBZC,sta,,,,
gene9383,AAEL008092,EOG88KV3M,CG15546,,,,
gene9384,AAEL008084,EOG8J9QQS,PSR,,,,
gene9385,AAEL008089,EOG8P5P21,CG3631,,,,
gene9386,AAEL008095AAEL008086,NA,NA,,,,
gene9387,AAEL008091,EOG8WM7M2,CG11802,,,,
gene9388,AAEL008093,EOG876NRT-EOG876NRT,CG6048-CG14780,,,,
gene9389,AAEL017518,EOG8BS0C9,UbcE2H,,,,
gene9390,AAEL008088,NA,NA,,,,
gene9391,AAEL008079,NA,NA,,,,
gene9393,AAEL008082,NA,NA,,,,
gene9394,AAEL008076,EOG8JMBF1-EOG8JMBF1,aub-piwi,,,,
gene9395,AAEL008097,EOG876NRT-EOG876NRT,CG14780-CG6048,,,,
gene9396,RU117,NA,NA,,,,
gene9397,AAEL008098,EOG8JMBF1-EOG8JMBF1,piwi-aub,,,,
gene9398,AAEL013183,EOG8FBMJJ,IP3K2,,,,
gene9399,AAEL013180,NA,NA,,,,
gene94,AAEL008893,EOG80VZFC,Dip-C,,,,
gene940,AAEL010661,EOG88D3M5-EOG88D3M5,scramb2-scramb1,,,,
gene9400,AAEL013184,EOG82JRGV,Ork1,,,,
gene9401,AAEL013181,EOG822D9V,flw,,,,
gene9402,AAEL013179,EOG82C11G,Ogg1,,,,
gene9403,AAEL013178,NA,NA,,,,
gene9404,AAEL013182,EOG8BGCM5,CG1582,,,,
gene9405,AAEL018269,EOG88PQ9P,Shroom,,,,
gene9406,AAEL001716,EOG8GTP43,tho2,,,,
gene9407,AAEL017229,EOG8NZXJN,ham,,,,
gene9408,AAEL001713,NA,NA,,,,
gene9409,AAEL001728,NA,NA,,,,
gene941,AAEL010677,EOG8G1Q7S-EOG8G1Q7S-EOG8G1Q7S-EOG8G1Q7S-EOG8G1Q7S-EOG8G1Q7S,CG40485-CG9360-antdh-CG9150-CG3301-CG40486,,,,
gene9410,AAEL001718,EOG8FN79P,ATPsynF,,,,
gene9411,AAEL001725,EOG8HTCHJ,CG8613,,,,
gene9412,AAEL001724,NA,NA,,,,
gene9413,AAEL001712,EOG8VX4WC,Ubr1,,,,
gene9414,AAEL001709,EOG8HHRST,AP-1gamma,,,,
gene9415,AAEL001711,EOG8BS0B5,babo,,,,
gene9416,AAEL001726,NA,NA,,,,
gene9417,AAEL001730,NA,NA,,,,
gene9418,AAEL001719,EOG8V726V,CG9323,,,,
gene9419,AAEL001722,EOG8J140H,CG31869,,,,
gene942,AAEL010654,NA,NA,,,,
gene9420,AAEL001714,NA,NA,,,,
gene9421,AAEL001710,NA,NA,,,,
gene9422,AAEL001729,EOG85XBMM,CG5543,,,,
gene9423,AAEL001720,NA,NA,,,,
gene9424,AAEL001717,NA,NA,,,,
gene9425,AAEL001731,EOG8DFSD5,Dyrk3,,,,
gene9426,AAEL001715,EOG8X0QHZ,Cct5,,,,
gene9427,AAEL001708,EOG8M94JK,CG17127,,,,
gene9428,AAEL001706,EOG81NXCX,Nxt1,,,,
gene9429,AAEL001707,EOG8HMN28-EOG8HMN28-EOG8HMN28,CG10814-CG5321-CG14630,,,,
gene943,AAEL010676,EOG8RJJS9,RSG7,,,,
gene9430,AAEL014927,EOG8B8N4H,blot,,,,
gene9431,AAEL014880,NA,NA,,,,
gene9432,AAEL014883,EOG8N33FD,l(2)37Ce,,,,
gene9433,AAEL014881,NA,NA,,,,
gene9434,AAEL014882,NA,NA,,,,
gene9435,AAEL015590,NA,NA,,,,
gene9436,AAEL002524,NA,NA,,,,
gene9437,AAEL002527,EOG8BP439,CD98hc,,,,
gene9438,AAEL002515,NA,NA,,,,
gene9439,AAEL002507,NA,NA,,,,
gene944,AAEL010667,NA,NA,,,,
gene9441,AAEL002501,EOG834ZZ0,prtp,,,,
gene9442,AAEL002531,NA,NA,,,,
gene9443,AAEL002510,EOG8NKFM6,CG3011,,,,
gene9444,AAEL002526,EOG8WM7MX-EOG8WM7MX-EOG8WM7MX,CG13564-CG41128-CG12479,,,,
gene9445,AAEL002497,NA,NA,,,,
gene9446,AAEL002508,EOG8FTZRC,Rpt5,,,,
gene9447,RU118,NA,NA,,,,
gene9448,AAEL002502,EOG8QC3WT,CG40178,,,,
gene9449,AAEL002516,EOG8CJZ86,CG9855,,,,
gene945,AAEL010658,EOG83BQFD-EOG83BQFD,CG17118-Bug22,,,,
gene9450,AAEL017423,NA,NA,,,,
gene9451,AAEL002523,EOG8NCQ5M,Tim9a,,,,
gene9452,AAEL002533,EOG8NZXJV,CG4020,,,,
gene9453,AAEL002537,EOG8SFCXJ,dy,,,,
gene9454,AAEL002504,EOG85TGF5,ATPsyndelta,,,,
gene9455,AAEL017504,NA,NA,,,,
gene9456,AAEL002503,EOG88WFTZ,Yippee,,,,
gene9457,AAEL002521,EOG8DZ4MS,CG9853,,,,
gene9458,AAEL002498,EOG8V726W,CG7029,,,,
gene9459,AAEL002513,EOG8FN789,m,,,,
gene946,AAEL010679,EOG82FW8H,CG4615,,,,
gene9460,AAEL002499,EOG81K245,CG3726,,,,
gene9461,AAEL002530,NA,NA,,,,
gene9463,AAEL017355,NA,NA,,,,
gene9466,AAEL002528,EOG822D94,HDAC4,,,,
gene9468,AAEL002529,EOG844PBH,CG7857,,,,
gene9469,AAEL002517,NA,NA,,,,
gene947,AAEL010668,NA,NA,,,,
gene9470,AAEL002535,NA,NA,,,,
gene9471,AAEL002500,NA,NA,,,,
gene9472,AAEL002532,EOG879HZB,wapl,,,,
gene9473,AAEL002520,EOG8ZW83M,Karl,,,,
gene9474,AAEL002514,NA,NA,,,,
gene9475,AAEL002534,EOG873SHQ,RpL10,,,,
gene9476,AAEL002522,EOG80048N,Adar,,,,
gene9478,AAEL018285,NA,NA,,,,
gene9479,AAEL002525,EOG8R7Z2F,gb,,,,
gene948,AAEL010652,NA,NA,,,,
gene9480,AAEL002536,EOG8NS62W,Nedd4,,,,
gene9481,AAEL015156,EOG8GQSXK,Osi1,,,,
gene9482,AAEL018056,NA,NA,,,,
gene9483,AAEL012490,NA,NA,,,,
gene9484,AAEL012481,EOG8RFPHX,cd,,,,
gene9485,AAEL012488,NA,NA,,,,
gene9486,AAEL012492,NA,NA,,,,
gene9487,AAEL012485,NA,NA,,,,
gene9488,AAEL012483,NA,NA,,,,
gene9489,AAEL012489,EOG8J4078,Nup133,,,,
gene949,AAEL010655,EOG8GQSW7,Corin,,,,
gene9490,AAEL012486,NA,NA,,,,
gene9491,AAEL012480,NA,NA,,,,
gene9492,AAEL012494,NA,NA,,,,
gene9493,AAEL012493,EOG864333,dsd,,,,
gene9494,AAEL012491,EOG88SKJQ-EOG88SKJQ-EOG88SKJQ-EOG88SKJQ-EOG88SKJQ-EOG88SKJQ-EOG88SKJQ-EOG88SKJQ-EOG88SKJQ-EOG88SKJQ-EOG88SKJQ-EOG88SKJQ,Cyp6a2-Cyp6a9-Cyp6a13-Cyp6a22-Cyp6a14-Cyp6a18-Cyp6a8-Cyp6a21-Cyp6a23-Cyp6a20-Cyp6a19-Cyp6a17,,,,
gene9495,AAEL012482,NA,NA,,,,
gene9496,AAEL003464,EOG8PZN07,CG14182,,,,
gene9497,AAEL003483,NA,NA,,,,
gene9498,AAEL018096,EOG8Z0DWV,S1P,,,,
gene9499,AAEL003466,EOG89W55S,Cul4,,,,
gene95,AAEL008900,EOG81NXCX,Nxt1,,,,
gene950,AAEL010663,EOG83BQD3,IntS9,,,,
gene9500,AAEL003467,NA,NA,,,,
gene9502,AAEL003451,EOG8FBMKM,CG13599,,,,
gene9503,AAEL003469,EOG8N076V,NHP2,,,,
gene9504,AAEL003474,EOG8TXFJ5,CG10584,,,,
gene9505,AAEL003487,EOG898XR0,Asap,,,,
gene9506,AAEL003489,EOG8CVJZC,CG11414,,,,
gene9507,AAEL003461,EOG8HMN1Q,CG7791,,,,
gene9508,AAEL003454,EOG8HB1BW,Mob4,,,,
gene9509,AAEL003481,EOG851HG2,CG31915,,,,
gene951,AAEL010674,NA,NA,,,,
gene9510,AAEL003471,NA,NA,,,,
gene9511,AAEL003457,NA,NA,,,,
gene9512,AAEL003455,EOG8BZQV0,CG9422,,,,
gene9513,AAEL003452,EOG8R26MC,CG9410,,,,
gene9514,AAEL003485,NA,NA,,,,
gene9516,AAEL003468,EOG8B8N4W,Ost48,,,,
gene9517,AAEL003472,EOG8GB9XG,CG34370,,,,
gene9518,AAEL003465,NA,NA,,,,
gene9519,AAEL003478,EOG87H8GD,CG11307,,,,
gene952,AAEL010671,EOG8G1Q7S-EOG8G1Q7S-EOG8G1Q7S-EOG8G1Q7S-EOG8G1Q7S-EOG8G1Q7S,CG9150-CG3301-antdh-CG40485-CG40486-CG9360,,,,
gene9520,AAEL003463AAEL003480,NA,NA,,,,
gene9521,AAEL003479,NA,NA,,,,
gene9522,AAEL003484,NA,NA,,,,
gene9524,AAEL003486,NA,NA,,,,
gene9525,AAEL003476,EOG89W55W,CalpC,,,,
gene9526,AAEL003456,NA,NA,,,,
gene9527,AAEL003453,EOG8MGW0S,fax,,,,
gene9528,AAEL003458,NA,NA,,,,
gene953,AAEL010656,NA,NA,,,,
gene9530,AAEL003477,EOG8T4GN0,CG17266,,,,
gene9531,AAEL017273,NA,NA,,,,
gene9532,AAEL003482,NA,NA,,,,
gene9533,AAEL003459,NA,NA,,,,
gene9534,AAEL014959,EOG8N8TX7,HnRNP-K,,,,
gene9535,AAEL014957,EOG87SW5C,spag,,,,
gene9536,AAEL014958,EOG8FFGSP,Galk,,,,
gene9537,AAEL000181,EOG85XBM9,polybromo,,,,
gene9538,AAEL000213,EOG8PZMZM,CG11236,,,,
gene9539,AAEL000174,EOG8CG31R,unc-119,,,,
gene954,AAEL015272,EOG854CQJ-EOG854CQJ,CG2915-CG4408,,,,
gene9540,AAEL000175,EOG8S4S6K,eIF3-S8,,,,
gene9541,AAEL018224,EOG8MD0QJ,CG14438,,,,
gene9542,AAEL000200,EOG8KSSBQ,CG14132,,,,
gene9543,AAEL000173,EOG86Q9KP,CG14210,,,,
gene9544,AAEL000187,EOG8DJNMQ,LIMK1,,,,
gene9545,AAEL000172,EOG8MD0QJ,CG14438,,,,
gene9546,AAEL000186,EOG854CR4-EOG854CR4,CG32196-CG4306,,,,
gene9547,AAEL000170,EOG8HQH90,CG10321,,,,
gene9548,AAEL018223,EOG8C8BKN,bi,,,,
gene9549,AAEL000194,EOG8HDWJN,PI4KIIIalpha,,,,
gene955,AAEL011057,EOG8BK7W5,Xpac,,,,
gene9550,AAEL000184,EOG83BQF7,CG13760,,,,
gene9551,AAEL000165,NA,NA,,,,
gene9552,AAEL000163,EOG8V4618,CG31229,,,,
gene9553,AAEL000188,EOG8K9F3T,CG6660,,,,
gene9554,AAEL000185,EOG898XRP,eIF5,,,,
gene9555,AAEL000214,EOG8QVG3H,car,,,,
gene9556,AAEL000190,NA,NA,,,,
gene9557,AAEL000182,EOG8030KF,ox,,,,
gene9558,AAEL000180,EOG8TXFJM,mRpL18,,,,
gene9559,AAEL018225,EOG8QNQMC-EOG8QNQMC,CG3491-sno,,,,
gene956,AAEL011053,NA,NA,,,,
gene9560,AAEL000199,EOG8T7BTS,Aats-arg,,,,
gene9561,AAEL000161,EOG8R52T1-EOG8R52T1,CG32506-CG1695,,,,
gene9562,AAEL000192,EOG8C8BJJ,CG42339,,,,
gene9563,AAEL000201,EOG8XWJP3,CG2990,,,,
gene9564,AAEL000210,EOG8RNF1R,mRpL2,,,,
gene9565,AAEL000166,EOG8R7Z3H,CG17162,,,,
gene9566,AAEL000208,EOG8V7286,CHOp24,,,,
gene9567,AAEL000167,NA,NA,,,,
gene9568,AAEL000193,EOG847JJX,pr-set7,,,,
gene9569,AAEL000216,EOG8K9F3T,CG6660,,,,
gene957,AAEL011052,EOG8SXR4H,CG12128,,,,
gene9570,AAEL000176,EOG82JRH0,CG3556,,,,
gene9571,AAEL000179,EOG8JQ6Q9,Ubc10,,,,
gene9572,AAEL000209,EOG8C8BJJ,CG42339,,,,
gene9573,AAEL000191,EOG86433W,CG17841,,,,
gene9574,AAEL018001,NA,NA,,,,
gene9575,AAEL000203,NA,NA,,,,
gene9576,AAEL000196,NA,NA,,,,
gene9577,AAEL000183,NA,NA,,,,
gene9578,AAEL018036,EOG8C8BJJ,CG42339,,,,
gene9579,AAEL000195,EOG8D29F9,CG32668,,,,
gene958,AAEL011049,EOG89CT00,Cap-G,,,,
gene9580,AAEL000160,NA,NA,,,,
gene9581,AAEL018000,NA,NA,,,,
gene9582,AAEL017073,NA,NA,,,,
gene9583,AAEL000159,EOG81ZJ34,Nipsnap,,,,
gene9584,AAEL000204,EOG8CG31D,CG2556,,,,
gene9585,AAEL000215,EOG8QG05V,CG8038,,,,
gene9586,AAEL000206,NA,NA,,,,
gene9587,AAEL000211,EOG84J5B9,CG8369,,,,
gene9588,AAEL000164,NA,NA,,,,
gene9589,AAEL018035,NA,NA,,,,
gene959,AAEL011056,EOG8897C0,Sidpn,,,,
gene9590,AAEL000217,EOG89GP6Z,Tao,,,,
gene9591,AAEL000178,EOG8QVG45,CG2453,,,,
gene9592,AAEL009427,EOG8WT01W,CG5098,,,,
gene9593,AAEL009422,EOG8SBHPK,Pep,,,,
