"","internal.gene_id","Chr","Start","End","Strand","Length","vectorbase.RU","flybase.fbpp.collapsed","flybase.fbgn.collapsed","flybase.annot.collapsed","flybase.gene.collapsed","orthodb.collapsed","display.name","gene.family","gene.family.specific"
"gene7186","gene7186","supercont1.889;supercont1.889;supercont1.889;supercont1.889;supercont1.889;supercont1.889;supercont1.889;supercont1.889;supercont1.889;supercont1.889;supercont1.889","86635;93261;135569;136067;172888;173997;189514;189837;199856;200742;202473","86844;93470;136065;136412;173935;174087;189768;189982;200158;202413;202793","+;+;+;+;+;+;+;+;+;+;+",5099,"AAEL013648","FBpp0087533","FBgn0033464","CG1441","CG1441","EOG8Z0DX0","","",""
"gene7187","gene7187","supercont1.2757;supercont1.2757;supercont1.2757;supercont1.2757;supercont1.2757","1;5518;5670;5872;7275","422;5603;5804;6761;8002","-;-;-;-;-",2261,"AAEL015504",NA,NA,NA,NA,NA,"","",""
"gene7188","gene7188","supercont1.1337;supercont1.1337","31049;32494","32432;33416","+;+",2307,"AAEL014924",NA,NA,NA,NA,NA,"","",""
"gene7189","gene7189","supercont1.1337;supercont1.1337","89579;100119","90265;100428","-;-",997,"AAEL014925",NA,NA,NA,NA,NA,"","",""
"gene719","gene719","supercont1.447;supercont1.447;supercont1.447;supercont1.447","66520;66706;75098;81228","66629;66869;75735;81710","-;-;-;-",1395,"AAEL010021","FBpp0304464","FBgn0003744","CG8637","trc","EOG86HK2D","","",""
"gene7190","gene7190","supercont1.1337","41087","41748","-",662,"AAEL014923",NA,NA,NA,NA,NA,"","",""
"gene7191","gene7191","supercont1.660;supercont1.660;supercont1.660;supercont1.660","37804;65029;65412;65565","38156;65351;65493;65735","+;+;+;+",929,"AAEL012150","FBpp0078858","FBgn0001170","CG11607","H2.0","EOG873SHM","","",""
"gene7192","gene7192","supercont1.660;supercont1.660;supercont1.660;supercont1.660;supercont1.660;supercont1.660;supercont1.660;supercont1.660","1894;2698;13970;19450;19992;20262;21860;22081","2067;5517;14987;19678;20193;20534;22028;22426","+;+;+;+;+;+;+;+",5231,"AAEL012145","FBpp0081439","FBgn0027503","CG11970","CG11970","EOG8284RZ","","",""
"gene7193","gene7193","supercont1.660;supercont1.660;supercont1.660;supercont1.660;supercont1.660;supercont1.660;supercont1.660;supercont1.660","595163;595798;597448;600523;603571;612338;613602;620602","595791;596145;598067;600782;603627;612926;613866;623731","+;+;+;+;+;+;+;+",5898,"AAEL012149","FBpp0308242","FBgn0265182","CG44247","CG44247","EOG83BQDS","","",""
"gene7194","gene7194","supercont1.660;supercont1.660;supercont1.660;supercont1.660;supercont1.660;supercont1.660;supercont1.660;supercont1.660;supercont1.660","544076;544532;563965;572921;573693;573962;574188;574402;581604","544458;544634;564465;573621;573901;574117;574340;574547;583102","+;+;+;+;+;+;+;+;+",3851,"AAEL012146","FBpp0087061","FBgn0033738","CG8830","DUBAI","EOG89CT06","","",""
"gene7195","gene7195","supercont1.660;supercont1.660;supercont1.660;supercont1.660;supercont1.660;supercont1.660;supercont1.660;supercont1.660;supercont1.660;supercont1.660;supercont1.660;supercont1.660;supercont1.660","628453;631975;632739;633501;633713;633990;634379;634669;638363;640613;645459;645851;647383","628782;632329;632801;633643;633933;634317;634604;634894;638614;640899;645791;646216;647436","+;+;+;+;+;+;+;+;+;+;+;+;+",3184,"AAEL012151","FBpp0086177","FBgn0034158","CG5522","CG5522","EOG8B2WNZ","","",""
"gene7196","gene7196","supercont1.660;supercont1.660;supercont1.660;supercont1.660;supercont1.660;supercont1.660","78399;79039;86251;87064;112471;112975","78460;79066;86795;87147;112721;113803","+;+;+;+;+;+",1799,"AAEL012148","FBpp0300611","FBgn0037992","CG4702","CG4702","EOG8KPX36","","",""
"gene7197","gene7197","supercont1.660;supercont1.660;supercont1.660;supercont1.660;supercont1.660;supercont1.660;supercont1.660;supercont1.660;supercont1.660;supercont1.660;supercont1.660;supercont1.660","465240;465535;472272;495409;495600;499074;505928;517947;519471;521219;525948;533541","465447;465818;473392;495434;495636;500407;507050;518892;521147;521384;526865;534243","+;+;+;+;+;+;+;+;+;+;+;+",8543,"AAEL012147","FBpp0071744","FBgn0034734","CG4554","CG4554","EOG8C5G8K","","",""
"gene7198","gene7198","supercont1.660;supercont1.660;supercont1.660;supercont1.660","437121;453571;454792;458814","437140;454674;455264;459190","+;+;+;+",1974,"AAEL012144","FBpp0080386","FBgn0001992","CG4163","Cyp303a1","EOG85HVP1","","",""
"gene7199","gene7199","supercont1.404;supercont1.404","1128050;1129135","1128935;1129333","-;-",1085,"AAEL009542","FBpp0070748","FBgn0026702","CG32763","l(1)G0045","EOG8RV5GS","","",""
"gene72","gene72","supercont1.330;supercont1.330","326203;343442","327979;344621","-;-",2957,"AAEL008519","FBpp0086519","FBgn0000996","CG8171","dup","EOG8HDWK0","","",""
"gene720","gene720","supercont1.1374;supercont1.1374","5673;22901","7477;24730","-;-",3635,"AAEL014972",NA,NA,NA,NA,NA,"","",""
"gene7200","gene7200","supercont1.404;supercont1.404","601076;620679","601458;621262","-;-",967,"AAEL009528",NA,NA,NA,NA,NA,"","",""
"gene7201","gene7201","supercont1.404;supercont1.404;supercont1.404;supercont1.404;supercont1.404;supercont1.404","1039863;1063111;1089587;1089708;1090196;1090524","1040602;1064591;1089640;1090131;1090467;1095766","+;+;+;+;+;+",8214,"AAEL009533","FBpp0075855","FBgn0036196","CG11658","CG11658","EOG883GW6","","",""
"gene7202","gene7202","supercont1.404;supercont1.404;supercont1.404","640767;641007;658934","640954;641032;659127","-;-;-",408,"AAEL009543",NA,NA,NA,NA,NA,"","",""
"gene7203","gene7203","supercont1.404","1027317","1027598","-",282,"AAEL009526","FBpp0291477","FBgn0261353","CG42630","Ccdc56","EOG8SN4G2","","",""
"gene7204","gene7204","supercont1.404;supercont1.404;supercont1.404;supercont1.404;supercont1.404","491389;492769;493131;506079;506279","492098;493075;493597;506220;507700","+;+;+;+;+",3048,"AAEL009538","FBpp0070770-FBpp0289806","FBgn0000394-FBgn0261952","CG12410-CG11582","cv-srw","EOG8PRWH0-EOG8PRWH0","","",""
"gene7205","gene7205","supercont1.404;supercont1.404;supercont1.404;supercont1.404;supercont1.404;supercont1.404;supercont1.404;supercont1.404;supercont1.404","305985;307199;353580;358648;376712;377065;410816;411316;416904","306104;308158;353884;360147;376947;377287;411111;412482;419429","+;+;+;+;+;+;+;+;+",7333,"AAEL009535","FBpp0309386","FBgn0052626","CG32626","AMPdeam","EOG8R26KC","","",""
"gene7206","gene7206","supercont1.404;supercont1.404","741039;741117","741045;741730","+;+",621,"AAEL009540",NA,NA,NA,NA,NA,"","",""
"gene7207","gene7207","supercont1.404","1012017","1013036","-",1020,"AAEL009534","FBpp0291478","FBgn0261381","CG42631","mtTFB1","EOG8FBMJS","","",""
"gene7208","gene7208","supercont1.404;supercont1.404;supercont1.404;supercont1.404;supercont1.404;supercont1.404","1118007;1118467;1125983;1126256;1126544;1126765","1118349;1118498;1126196;1126429;1126699;1127837","+;+;+;+;+;+",1992,"AAEL009539","FBpp0303935","FBgn0042138","CG18815","CG18815","EOG80P707","","",""
"gene7209","gene7209","supercont1.404;supercont1.404","695623;695656","695644;696563","-;-",930,"AAEL009527",NA,NA,NA,NA,NA,"","",""
"gene721","gene721","supercont1.86;supercont1.86;supercont1.86;supercont1.86;supercont1.86;supercont1.86","1954756;1961867;1979801;1980286;1982592;1983034","1955848;1962067;1980221;1982530;1982970;1985138","+;+;+;+;+;+",6444,"AAEL003408","FBpp0077881","FBgn0036995","CG5195","atk","EOG8TB72F","","",""
"gene7210","gene7210","supercont1.404;supercont1.404;supercont1.404","445538;445667;452172","445610;447924;452300","-;-;-",2460,"AAEL009532","FBpp0077122","FBgn0022153","CG3054","l(2)k05819","EOG84F91B","","",""
"gene7211","gene7211","supercont1.404;supercont1.404;supercont1.404;supercont1.404","816550;837536;855325;933313","818302;837903;855346;934289","-;-;-;-",3120,"AAEL009541",NA,NA,NA,NA,NA,"Allatropin (AT)","neuropeptide","neuropeptide"
"gene7212","gene7212","supercont1.404;supercont1.404;supercont1.404;supercont1.404;supercont1.404","271367;290126;290849;291466;292514","273712;290697;291402;292454;292776","+;+;+;+;+",4724,"AAEL009530",NA,NA,NA,NA,NA,"","",""
"gene7213","gene7213","supercont1.404;supercont1.404","506912;509472","509401;509509","-;-",2528,"AAEL009529","FBpp0072323","FBgn0060296","CG15860","pain","EOG8897BP","painless","TRP","TRP"
"gene7214","gene7214","supercont1.404;supercont1.404;supercont1.404;supercont1.404","524834;527990;536173;537833","527931;528667;536517;538026","-;-;-;-",4315,"AAEL009536",NA,NA,NA,NA,NA,"painless","TRP","TRP"
"gene7215","gene7215","supercont1.404;supercont1.404","796671;798119","798065;798433","-;-",1710,"AAEL009537",NA,NA,NA,NA,NA,"","",""
"gene7216","gene7216","supercont1.404;supercont1.404;supercont1.404;supercont1.404;supercont1.404;supercont1.404","228640;229952;230574;230748;232339;307878","229894;230517;230686;232279;236284;307892","-;-;-;-;-;-",7427,"AAEL009531","FBpp0076932","FBgn0261675","CG12092","Npc1b","EOG8G7FPM","","",""
"gene7217","gene7217","supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119","1166367;1173140;1173359;1177576;1177883","1166669;1173295;1173520;1177756;1178260","-;-;-;-;-",1180,"AAEL004438","FBpp0086795","FBgn0014877","CG6155","Roe1","EOG8HQH9T","","",""
"gene7218","gene7218","supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119","1103727;1104211;1105176;1110296;1110702;1110904;1111310","1104118;1104959;1105275;1110636;1110843;1111255;1112323","+;+;+;+;+;+;+",3090,"AAEL004445","FBpp0076917","FBgn0001565","CG1666","Hlc","EOG8M3D14","","",""
"gene7219","gene7219","supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119","1180158;1226963;1235476;1236183;1249512;1252321;1252649;1252827;1263134;1263376;1263588;1263883;1273498;1273701","1180181;1228084;1235677;1236676;1250212;1252578;1252763;1253008;1263317;1263432;1263822;1264641;1273637;1274307","+;+;+;+;+;+;+;+;+;+;+;+;+;+",5080,"AAEL004431","FBpp0074009","FBgn0003416","CG4200","sl","EOG82C10S","","",""
"gene722","gene722","supercont1.86;supercont1.86;supercont1.86;supercont1.86;supercont1.86","2482293;2493717;2515492;2529877;2546440","2484182;2494038;2515741;2530034;2547261","-;-;-;-;-",3442,"AAEL003419","FBpp0074721","FBgn0260653","CG32209","serp","EOG8H7533","","",""
"gene7220","gene7220","supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119","1144852;1144904;1145205;1145939;1154401;1155417;1156307;1165725;1165960","1144895;1145031;1145847;1146379;1155221;1156231;1156497;1165887;1166328","+;+;+;+;+;+;+;+;+",3615,"AAEL004419","FBpp0088040","FBgn0033160","CG11107","Dhx15","EOG8W114J","","",""
"gene7221","gene7221","supercont1.119;supercont1.119;supercont1.119","2253451;2254319;2261516","2254071;2254584;2261588","-;-;-",960,"AAEL017519",NA,NA,NA,NA,NA,"","",""
"gene7222","gene7222","supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119","468797;508091;508286;508912;509492;515336;535174;558871;559884","469718;508222;508798;509429;509621;516025;543534;558926;559939","-;-;-;-;-;-;-;-;-",11378,"AAEL004440","FBpp0087457","FBgn0265512","CG12214","mlt","EOG8DV8C3","","",""
"gene7223","gene7223","supercont1.119;supercont1.119;supercont1.119","752519;762330;762750","752657;762411;762846","-;-;-",318,"AAEL004432","FBpp0070747-FBpp0309767","FBgn0263511-FBgn0263512","CG4136-CG33980","Vsx1-Vsx2","EOG8DRD4M-EOG8DRD4M","","",""
"gene7224","gene7224","supercont1.119;supercont1.119","1997893;2009924","1998799;2010520","+;+",1504,"AAEL004426","FBpp0084050","FBgn0039212","CG13626","Syx18","EOG8QJVCZ","","",""
"gene7225","gene7225","supercont1.119;supercont1.119;supercont1.119;supercont1.119","1781233;1781931;1787428;1798074","1781809;1782038;1787474;1798492","-;-;-;-",1151,"AAEL004437","FBpp0087183","FBgn0062449","CG13197","CG13197","EOG8FBMJR","","",""
"gene7226","gene7226","supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119","16047;17625;18121;18266;18412;40187;40306;40730;40882;53214;54401;61243","17291;18008;18190;18349;18498;40233;40444;40813;40942;53342;54715;63593","-;-;-;-;-;-;-;-;-;-;-;-",4996,"AAEL004444",NA,NA,NA,NA,NA,"","",""
"gene7227","gene7227","supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119","623843;630828;631591;639205;642037;643853;647408","624221;631377;631765;639410;642435;643936;647438","-;-;-;-;-;-;-",1824,"AAEL004418","FBpp0309767-FBpp0070747","FBgn0263512-FBgn0263511","CG33980-CG4136","Vsx2-Vsx1","EOG8DRD4M-EOG8DRD4M","","",""
"gene7228","gene7228","supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119","365172;365739;387193;387709;388783;389031;389603;389982;390538","365674;365847;387646;387944;388972;389550;389942;390010;390570","-;-;-;-;-;-;-;-;-",2414,"AAEL004420","FBpp0070335","FBgn0023520","CG3857","CG3857","EOG8H1DMR","","",""
"gene7229","gene7229","supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119","1930539;1931246;1933606;1938741;1942065;1943834;1944050;1944607;1944689;1957046;1957269;1958496","1931185;1931439;1938685;1938958;1942497;1943992;1944534;1944624;1944843;1957211;1958373;1958833","+;+;+;+;+;+;+;+;+;+;+;+",8998,"AAEL004441","FBpp0081862","FBgn0037894","CG5252","Ranbp9","EOG88GZTM","","",""
"gene723","gene723","supercont1.86;supercont1.86;supercont1.86","1462719;1464400;1478395","1464341;1465364;1478459","-;-;-",2653,"AAEL003428",NA,NA,NA,NA,NA,"","",""
"gene7230","gene7230","supercont1.119;supercont1.119;supercont1.119","563872;584631;584886","564570;584823;585234","-;-;-",1241,"AAEL004425","FBpp0074801","FBgn0036847","CG11577","CG11577","EOG81ZJ3M","","",""
"gene7231","gene7231","supercont1.119;supercont1.119;supercont1.119","79070;82370;91366","79827;82812;92116","+;+;+",1952,"AAEL004422","FBpp0086629","FBgn0033948","CG12863","CG12863","EOG808R16","","",""
"gene7232","gene7232","supercont1.119;supercont1.119","225548;226083","226020;227022","+;+",1413,"AAEL004427","FBpp0081882","FBgn0264694","CG6719","mgr","EOG83BQFF","","",""
"gene7233","gene7233","supercont1.119;supercont1.119;supercont1.119;supercont1.119","131953;135891;136167;147250","134765;136096;136397;147937","-;-;-;-",3938,"AAEL004417","FBpp0086874","FBgn0033812","CG4663","Pex13","EOG8M94HR","","",""
"gene7234","gene7234","supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119","543584;550632;562786;562969;563718;563990","550570;550770;562892;563334;563959;564505","+;+;+;+;+;+",8357,"AAEL004416",NA,NA,NA,NA,NA,"","",""
"gene7235","gene7235","supercont1.119;supercont1.119;supercont1.119;supercont1.119","160057;165404;195733;195929","160274;167088;195862;197219","-;-;-;-",3324,"AAEL004430","FBpp0070650","FBgn0029718","CG7038","mRpL30","EOG869TMD","","",""
"gene7236","gene7236","supercont1.119;supercont1.119","2404666;2410009","2404914;2410443","-;-",684,"AAEL004429",NA,NA,NA,NA,NA,"","",""
"gene7237","gene7237","supercont1.119;supercont1.119;supercont1.119;supercont1.119","1972997;1973577;1973866;1997219","1973506;1973803;1975237;1997795","-;-;-;-",2686,"AAEL004434","FBpp0081370","FBgn0037607","CG8036","CG8036","EOG812PX1","","",""
"gene7238","gene7238","supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119","1052308;1056611;1059835;1071144;1072112;1072323;1073029","1052455;1057005;1059921;1071288;1072248;1072641;1073273","+;+;+;+;+;+;+",1476,"AAEL004442","FBpp0294015","FBgn0032582","CG13258","CG13258","EOG8GXJDH","","",""
"gene7239","gene7239","supercont1.119;supercont1.119;supercont1.119","297469;298470;321919","298281;302588;322030","-;-;-",5044,"AAEL004428","FBpp0303590","FBgn0011277","CG3052","HLH4C","EOG8QNQP6","","",""
"gene724","gene724","supercont1.86;supercont1.86;supercont1.86","1449408;1450301;1453799","1449936;1450558;1454546","+;+;+",1535,"AAEL003430",NA,NA,NA,NA,NA,"","",""
"gene7240","gene7240","supercont1.119;supercont1.119;supercont1.119;supercont1.119","2024588;2026373;2035202;2035580","2025745;2026760;2035493;2036242","+;+;+;+",2501,"AAEL004435","FBpp0081993","FBgn0037955","CG6950","CG6950","EOG8X9B7X","","",""
"gene7241","gene7241","supercont1.119;supercont1.119","2331161;2332306","2331343;2332407","-;-",285,"AAEL004447",NA,NA,NA,NA,NA,"","",""
"gene7242","gene7242","supercont1.119;supercont1.119","250162;251154","251091;251523","-;-",1300,"AAEL004436","FBpp0082059","FBgn0038043","CG17202","CG17202","EOG8CC6T5","","",""
"gene7243","gene7243","supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119","444912;445359;452810;457403;458059","445287;445662;454595;457602;458211","-;-;-;-;-",2819,"AAEL004423","FBpp0083141","FBgn0016120","CG6030","ATPsynD","EOG81G5WS","","",""
"gene7244","gene7244","supercont1.119;supercont1.119;supercont1.119","203546;204353;208337","204291;208277;213473","+;+;+",9808,"AAEL004424",NA,NA,NA,NA,NA,"","",""
"gene7245","gene7245","supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119","2262290;2262433;2262641;2262994;2263500;2271810;2283622;2284384;2284888;2285197;2290086;2290330;2295647;2314940","2262331;2262574;2262867;2263271;2264595;2271944;2284041;2284767;2285118;2286277;2290267;2290810;2296477;2316157","-;-;-;-;-;-;-;-;-;-;-;-;-;-",6748,"AAEL017546","FBpp0311154",NA,NA,NA,"EOG8VT8NF","","",""
"gene7246","gene7246","supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119","2416393;2416601;2421882;2423229;2423789","2416535;2416858;2422262;2423730;2424213","+;+;+;+;+",1709,"AAEL004443","FBpp0072385","FBgn0024945","CG7067","NitFhit","EOG8VX4WW","","",""
"gene7247","gene7247","supercont1.119","1141179","1142122","-",944,"AAEL004433","FBpp0070389","FBgn0040389","CG14048","mRpL14","EOG81NXCW","","",""
"gene7248","gene7248","supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119;supercont1.119","264450;264967;279454;284723;287046;287365;296850;297827","264890;265087;279470;285067;287307;294409;297769;298204","+;+;+;+;+;+;+;+",9529,"AAEL004448","FBpp0070658","FBgn0025615","CG3024","Torsin","EOG88SKK5","","",""
"gene7249","gene7249","supercont1.119;supercont1.119;supercont1.119","342520;360635;360993","360579;360928;361791","+;+;+",19153,"AAEL004446","FBpp0070661","FBgn0025613","CG3081","CG3081","EOG8J6VGX","","",""
"gene725","gene725","supercont1.86;supercont1.86;supercont1.86;supercont1.86","409079;410637;410834;411061","409408;410770;411000;411224","+;+;+;+",795,"AAEL003435","FBpp0070076-FBpp0070077-FBpp0111860","FBgn0052817-FBgn0029524-FBgn0029522","CG32817-CG3176-CG13373","CG32817-CG3176-CG13373","EOG854CR8-EOG854CR8-EOG854CR8","","",""
